Date Rated,Track Rating,Artist(s),Title,Preview Link
2/8/16,3 Stars (Fresh),Kryptic Minds & Leon Switch,''Road Less Travelled'',<a href='https://youtube.com/embed/?listType=search&list=Kryptic%20Minds%20&%20Leon%20Switch%20%27%27Road%20Less%20Travelled%27%27'>Play</a>
2/8/16,3 Stars (Fresh),Low5,Beat the Scars,<a href='https://youtube.com/embed/?listType=search&list=Low5%20Beat%20the%20Scars'>Play</a>
2/8/16,3 Stars (Fresh),LSB,The Hurting (Lenzman Remix),<a href='https://youtube.com/embed/?listType=search&list=LSB%20The%20Hurting%20(Lenzman%20Remix)'>Play</a>
2/8/16,3 Stars (Fresh),Paradox,96 Paragons,<a href='https://youtube.com/embed/?listType=search&list=Paradox%2096%20Paragons'>Play</a>
2/8/16,3 Stars (Fresh),Paul SG & Eros,Finding The Right Words,<a href='https://youtube.com/embed/?listType=search&list=Paul%20SG%20&%20Eros%20Finding%20The%20Right%20Words'>Play</a>
2/8/16,3 Stars (Fresh),Seba,Jungle Music,<a href='https://youtube.com/embed/?listType=search&list=Seba%20Jungle%20Music'>Play</a>
2/8/16,3 Stars (Fresh),Spartaque,Global Scale,<a href='https://youtube.com/embed/?listType=search&list=Spartaque%20Global%20Scale'>Play</a>
2/8/16,3 Stars (Fresh),Subwave,Tell Me,<a href='https://youtube.com/embed/?listType=search&list=Subwave%20Tell%20Me'>Play</a>
2/8/16,3 Stars (Fresh),The Untouchables & Resound,Separate Reality,<a href='https://youtube.com/embed/?listType=search&list=The%20Untouchables%20&%20Resound%20Separate%20Reality'>Play</a>
2/8/16,3 Stars (Fresh),Matrix,Full Circle,<a href='https://youtube.com/embed/?listType=search&list=Matrix%20Full%20Circle'>Play</a>
2/1/16,4 Stars (Massive),Kasra and Enei,So Real,<a href='https://youtube.com/embed/?listType=search&list=Kasra%20and%20Enei%20So%20Real'>Play</a>
1/27/16,4 Stars (Massive),Matrix & Futurebound,All I Know (Submatik Remix),<a href='https://youtube.com/embed/?listType=search&list=Matrix%20&%20Futurebound%20All%20I%20Know%20(Submatik%20Remix)'>Play</a>
1/27/16,4 Stars (Massive),SR & Digbee,No Turning Back,<a href='https://youtube.com/embed/?listType=search&list=SR%20&%20Digbee%20No%20Turning%20Back'>Play</a>
1/27/16,3 Stars (Fresh),Afrojack & Shermanology,Can't Stop Me (Matrix & Futurebound Remix),<a href='https://youtube.com/embed/?listType=search&list=Afrojack%20&%20Shermanology%20Can%27t%20Stop%20Me%20(Matrix%20&%20Futurebound%20Remix)'>Play</a>
1/27/16,3 Stars (Fresh),Battery,Air feat. Rumour,<a href='https://youtube.com/embed/?listType=search&list=Battery%20Air%20feat.%20Rumour'>Play</a>
1/27/16,3 Stars (Fresh),Bcee,Only You,<a href='https://youtube.com/embed/?listType=search&list=Bcee%20Only%20You'>Play</a>
1/27/16,3 Stars (Fresh),Dire Straits,Brothers In Arms (Bredren 'Late Night Kitchen Talk' Bootleg),<a href='https://youtube.com/embed/?listType=search&list=Dire%20Straits%20Brothers%20In%20Arms%20(Bredren%20%27Late%20Night%20Kitchen%20Talk%27%20Bootleg)'>Play</a>
1/27/16,3 Stars (Fresh),Eric Prydz,Liberate (Matrix & Futurebound Remix),<a href='https://youtube.com/embed/?listType=search&list=Eric%20Prydz%20Liberate%20(Matrix%20&%20Futurebound%20Remix)'>Play</a>
1/27/16,3 Stars (Fresh),ESP,Spread Love (SR & Digbee Remix),<a href='https://youtube.com/embed/?listType=search&list=ESP%20Spread%20Love%20(SR%20&%20Digbee%20Remix)'>Play</a>
1/27/16,3 Stars (Fresh),Habitat,In The Moment (SR & Digbee remix),<a href='https://youtube.com/embed/?listType=search&list=Habitat%20In%20The%20Moment%20(SR%20&%20Digbee%20remix)'>Play</a>
1/27/16,3 Stars (Fresh),"MSDOS, DJ SS",Pebbles & Stones (feat. Dave Shichman),<a href='https://youtube.com/embed/?listType=search&list=MSDOS%20%20DJ%20SS%20Pebbles%20&%20Stones%20(feat.%20Dave%20Shichman)'>Play</a>
1/27/16,3 Stars (Fresh),SR & Digbee,Twisted Love,<a href='https://youtube.com/embed/?listType=search&list=SR%20&%20Digbee%20Twisted%20Love'>Play</a>
1/26/16,3 Stars (Fresh),nCamargo,Temptations,<a href='https://youtube.com/embed/?listType=search&list=nCamargo%20Temptations'>Play</a>
1/26/16,3 Stars (Fresh),Nelver & Ncamargo,One Step,<a href='https://youtube.com/embed/?listType=search&list=Nelver%20&%20Ncamargo%20One%20Step'>Play</a>
1/26/16,4 Stars (Massive),Autumn,Transmute,<a href='https://youtube.com/embed/?listType=search&list=Autumn%20Transmute'>Play</a>
1/26/16,4 Stars (Massive),Gerra & Stone,L.I.E.S (The Jungle VIP),<a href='https://youtube.com/embed/?listType=search&list=Gerra%20&%20Stone%20L.I.E.S%20(The%20Jungle%20VIP)'>Play</a>
1/26/16,3 Stars (Fresh),Cosmic Shift,The Doppler Effect (nCamargo Remix),<a href='https://youtube.com/embed/?listType=search&list=Cosmic%20Shift%20The%20Doppler%20Effect%20(nCamargo%20Remix)'>Play</a>
1/26/16,3 Stars (Fresh),nCAMARGO,How Do You Do,<a href='https://youtube.com/embed/?listType=search&list=nCAMARGO%20How%20Do%20You%20Do'>Play</a>
1/26/16,3 Stars (Fresh),Need For Mirrors feat. Edward Oberon,Limits Of Control,<a href='https://youtube.com/embed/?listType=search&list=Need%20For%20Mirrors%20feat.%20Edward%20Oberon%20Limits%20Of%20Control'>Play</a>
1/26/16,3 Stars (Fresh),Nelver,I Need You (nCamargo Remix),<a href='https://youtube.com/embed/?listType=search&list=Nelver%20I%20Need%20You%20(nCamargo%20Remix)'>Play</a>
1/26/16,3 Stars (Fresh),Random Movement,Dancing Feat (Bcee & Saxxon Remix),<a href='https://youtube.com/embed/?listType=search&list=Random%20Movement%20Dancing%20Feat%20(Bcee%20&%20Saxxon%20Remix)'>Play</a>
1/24/16,3 Stars (Fresh),Floetry,Say Yes (BTK Bootleg),<a href='https://youtube.com/embed/?listType=search&list=Floetry%20Say%20Yes%20(BTK%20Bootleg)'>Play</a>
1/23/16,4 Stars (Massive),Nero,Into The Night (Leon Reverse Remix),<a href='https://youtube.com/embed/?listType=search&list=Nero%20Into%20The%20Night%20(Leon%20Reverse%20Remix)'>Play</a>
1/23/16,4 Stars (Massive),"Simian Mobile Disco, Bicep",Sacrifice,<a href='https://youtube.com/embed/?listType=search&list=Simian%20Mobile%20Disco%20%20Bicep%20Sacrifice'>Play</a>
1/22/16,3 Stars (Fresh),Blok One,A Box of Memories,<a href='https://youtube.com/embed/?listType=search&list=Blok%20One%20A%20Box%20of%20Memories'>Play</a>
1/22/16,3 Stars (Fresh),DJ Marky & SPY,Tapestry,<a href='https://youtube.com/embed/?listType=search&list=DJ%20Marky%20&%20SPY%20Tapestry'>Play</a>
1/22/16,3 Stars (Fresh),Silence Groove,Dust Bowl,<a href='https://youtube.com/embed/?listType=search&list=Silence%20Groove%20Dust%20Bowl'>Play</a>
1/22/16,3 Stars (Fresh),Soul:Motion,Blue Velvet,<a href='https://youtube.com/embed/?listType=search&list=Soul:Motion%20Blue%20Velvet'>Play</a>
1/18/16,4 Stars (Massive),DBR UK,Dark Alley,<a href='https://youtube.com/embed/?listType=search&list=DBR%20UK%20Dark%20Alley'>Play</a>
1/16/16,3 Stars (Fresh),Random movements,Scotch Bunned (Corge PK's edition),<a href='https://youtube.com/embed/?listType=search&list=Random%20movements%20Scotch%20Bunned%20(Corge%20PK%27s%20edition)'>Play</a>
1/16/16,4 Stars (Massive),Massive Attack,Teardrop (Dominic Ridgway Bootleg),<a href='https://youtube.com/embed/?listType=search&list=Massive%20Attack%20Teardrop%20(Dominic%20Ridgway%20Bootleg)'>Play</a>
1/16/16,4 Stars (Massive),Ray Keith,Deeper Love (Ray Keith VIP),<a href='https://youtube.com/embed/?listType=search&list=Ray%20Keith%20Deeper%20Love%20(Ray%20Keith%20VIP)'>Play</a>
1/16/16,4 Stars (Massive),Sabre,Yoga (Alix Perez Warped Mix),<a href='https://youtube.com/embed/?listType=search&list=Sabre%20Yoga%20(Alix%20Perez%20Warped%20Mix)'>Play</a>
1/16/16,3 Stars (Fresh),DBR UK,2 Shots (feat. Gremlinz),<a href='https://youtube.com/embed/?listType=search&list=DBR%20UK%202%20Shots%20(feat.%20Gremlinz)'>Play</a>
1/16/16,3 Stars (Fresh),Low5 & Shahrzad,Welcome Home,<a href='https://youtube.com/embed/?listType=search&list=Low5%20&%20Shahrzad%20Welcome%20Home'>Play</a>
1/16/16,3 Stars (Fresh),Mikal,When the Wind Changes,<a href='https://youtube.com/embed/?listType=search&list=Mikal%20When%20the%20Wind%20Changes'>Play</a>
1/16/16,3 Stars (Fresh),NCT,Scars,<a href='https://youtube.com/embed/?listType=search&list=NCT%20Scars'>Play</a>
1/16/16,3 Stars (Fresh),Pola & Bryson,Stolen Glances ft. Sammie Bella (Phaction Remix),<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Stolen%20Glances%20ft.%20Sammie%20Bella%20(Phaction%20Remix)'>Play</a>
1/16/16,3 Stars (Fresh),Queensway,Be The Love,<a href='https://youtube.com/embed/?listType=search&list=Queensway%20Be%20The%20Love'>Play</a>
1/16/16,3 Stars (Fresh),Random Movement,When the Daylight Comes,<a href='https://youtube.com/embed/?listType=search&list=Random%20Movement%20When%20the%20Daylight%20Comes'>Play</a>
1/16/16,3 Stars (Fresh),Ray Keith,Deeper Love (Bladerunner vip mix),<a href='https://youtube.com/embed/?listType=search&list=Ray%20Keith%20Deeper%20Love%20(Bladerunner%20vip%20mix)'>Play</a>
1/16/16,3 Stars (Fresh),Ray Keith,Deeper Love,<a href='https://youtube.com/embed/?listType=search&list=Ray%20Keith%20Deeper%20Love'>Play</a>
1/16/16,3 Stars (Fresh),Seal,Life on the Dancefloor (Queensway Remix),<a href='https://youtube.com/embed/?listType=search&list=Seal%20Life%20on%20the%20Dancefloor%20(Queensway%20Remix)'>Play</a>
1/16/16,3 Stars (Fresh),Static,Pretty Thing,<a href='https://youtube.com/embed/?listType=search&list=Static%20Pretty%20Thing'>Play</a>
1/16/16,3 Stars (Fresh),Taxman,Rebirth (feat. Diane Charlemagn) (Hard Mix),<a href='https://youtube.com/embed/?listType=search&list=Taxman%20Rebirth%20(feat.%20Diane%20Charlemagn)%20(Hard%20Mix)'>Play</a>
1/16/16,3 Stars (Fresh),Taxman Ft. Diane Charlemagne,Rebirth,<a href='https://youtube.com/embed/?listType=search&list=Taxman%20Ft.%20Diane%20Charlemagne%20Rebirth'>Play</a>
1/16/16,3 Stars (Fresh),Will Miles,Target Practice,<a href='https://youtube.com/embed/?listType=search&list=Will%20Miles%20Target%20Practice'>Play</a>
1/6/16,3 Stars (Fresh),Morcheeba (feat. Judy Tzuke),Blue Chair (Silence Groove Remix),<a href='https://youtube.com/embed/?listType=search&list=Morcheeba%20(feat.%20Judy%20Tzuke)%20Blue%20Chair%20(Silence%20Groove%20Remix)'>Play</a>
1/6/16,3 Stars (Fresh),Silence Groove,Dreams Do Come True,<a href='https://youtube.com/embed/?listType=search&list=Silence%20Groove%20Dreams%20Do%20Come%20True'>Play</a>
1/6/16,4 Stars (Massive),DJ Ransome,Silver Lights On the Horizon,<a href='https://youtube.com/embed/?listType=search&list=DJ%20Ransome%20Silver%20Lights%20On%20the%20Horizon'>Play</a>
1/6/16,4 Stars (Massive),Melinki,Missing Something feat. Damien Soul,<a href='https://youtube.com/embed/?listType=search&list=Melinki%20Missing%20Something%20feat.%20Damien%20Soul'>Play</a>
1/6/16,4 Stars (Massive),Melinki & UKS Apollo,Summer Jam (Feat. Ben Beetham),<a href='https://youtube.com/embed/?listType=search&list=Melinki%20&%20UKS%20Apollo%20Summer%20Jam%20(Feat.%20Ben%20Beetham)'>Play</a>
1/6/16,4 Stars (Massive),MSdoS,Bond Style (Kasper Remix),<a href='https://youtube.com/embed/?listType=search&list=MSdoS%20Bond%20Style%20(Kasper%20Remix)'>Play</a>
1/6/16,4 Stars (Massive),Skeptical,Just One Kiss,<a href='https://youtube.com/embed/?listType=search&list=Skeptical%20Just%20One%20Kiss'>Play</a>
1/6/16,3 Stars (Fresh),Mr Joseph,Teardrop,<a href='https://youtube.com/embed/?listType=search&list=Mr%20Joseph%20Teardrop'>Play</a>
1/6/16,3 Stars (Fresh),Mr Joseph,Floating Island (feat. Pennygiles),<a href='https://youtube.com/embed/?listType=search&list=Mr%20Joseph%20Floating%20Island%20(feat.%20Pennygiles)'>Play</a>
1/6/16,3 Stars (Fresh),Mr Joseph,The Sweetest Things (feat. Kate White),<a href='https://youtube.com/embed/?listType=search&list=Mr%20Joseph%20The%20Sweetest%20Things%20(feat.%20Kate%20White)'>Play</a>
1/6/16,3 Stars (Fresh),Naibu,Orphan,<a href='https://youtube.com/embed/?listType=search&list=Naibu%20Orphan'>Play</a>
1/6/16,3 Stars (Fresh),Silence Groove,Shine Through,<a href='https://youtube.com/embed/?listType=search&list=Silence%20Groove%20Shine%20Through'>Play</a>
1/6/16,3 Stars (Fresh),Silence groove,Let me love (DuoScience VIP),<a href='https://youtube.com/embed/?listType=search&list=Silence%20groove%20Let%20me%20love%20(DuoScience%20VIP)'>Play</a>
1/6/16,3 Stars (Fresh),Silence Groove & LaMeduza,Capture [FDM],<a href='https://youtube.com/embed/?listType=search&list=Silence%20Groove%20&%20LaMeduza%20Capture%20[FDM]'>Play</a>
1/6/16,3 Stars (Fresh),Silence Groove & Seathasky,Together (VIP),<a href='https://youtube.com/embed/?listType=search&list=Silence%20Groove%20&%20Seathasky%20Together%20(VIP)'>Play</a>
1/6/16,3 Stars (Fresh),Spectrasoul,Alibi (Break Remix),<a href='https://youtube.com/embed/?listType=search&list=Spectrasoul%20Alibi%20(Break%20Remix)'>Play</a>
1/3/16,4 Stars (Massive),"Seba, Paradox & Robert Manos",Because,<a href='https://youtube.com/embed/?listType=search&list=Seba%20%20Paradox%20&%20Robert%20Manos%20Because'>Play</a>
1/3/16,3 Stars (Fresh),Synkro feat. Robert Manos,Lost Here,<a href='https://youtube.com/embed/?listType=search&list=Synkro%20feat.%20Robert%20Manos%20Lost%20Here'>Play</a>
12/12/15,4 Stars (Massive),Bastille,Of the Night (Kove Remix),<a href='https://youtube.com/embed/?listType=search&list=Bastille%20Of%20the%20Night%20(Kove%20Remix)'>Play</a>
12/12/15,4 Stars (Massive),Bearcubs,Take Ctrl (Original Club Mix),<a href='https://youtube.com/embed/?listType=search&list=Bearcubs%20Take%20Ctrl%20(Original%20Club%20Mix)'>Play</a>
12/12/15,4 Stars (Massive),Digital Response Drumsound & Bassline Smith,1Wp,<a href='https://youtube.com/embed/?listType=search&list=Digital%20Response%20Drumsound%20&%20Bassline%20Smith%201Wp'>Play</a>
12/12/15,4 Stars (Massive),Domenic,Analog,<a href='https://youtube.com/embed/?listType=search&list=Domenic%20Analog'>Play</a>
12/12/15,4 Stars (Massive),Radicall,Move On,<a href='https://youtube.com/embed/?listType=search&list=Radicall%20Move%20On'>Play</a>
12/12/15,4 Stars (Massive),Social Security,Iron Armour,<a href='https://youtube.com/embed/?listType=search&list=Social%20Security%20Iron%20Armour'>Play</a>
12/12/15,3 Stars (Fresh),Calibre/Calibre,Consulate Charm Feat Lariman,<a href='https://youtube.com/embed/?listType=search&list=Calibre/Calibre%20Consulate%20Charm%20Feat%20Lariman'>Play</a>
12/12/15,3 Stars (Fresh),Emperor,Mind Games,<a href='https://youtube.com/embed/?listType=search&list=Emperor%20Mind%20Games'>Play</a>
12/12/15,3 Stars (Fresh),Pola & Bryson Ft. Sammie Bella,Stolen Glances,<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Ft.%20Sammie%20Bella%20Stolen%20Glances'>Play</a>
12/12/15,3 Stars (Fresh),Subsequent,Let Go,<a href='https://youtube.com/embed/?listType=search&list=Subsequent%20Let%20Go'>Play</a>
12/9/15,3 Stars (Fresh),Queensway,Be The Love,<a href='https://youtube.com/embed/?listType=search&list=Queensway%20Be%20The%20Love'>Play</a>
12/9/15,3 Stars (Fresh),Seba,Sienna,<a href='https://youtube.com/embed/?listType=search&list=Seba%20Sienna'>Play</a>
12/9/15,4 Stars (Massive),Dossa,Can't Take It Longer,<a href='https://youtube.com/embed/?listType=search&list=Dossa%20Can%27t%20Take%20It%20Longer'>Play</a>
12/9/15,4 Stars (Massive),Jupiter Ace,Glowing In The Dark Feat. Geneva Lane (DC Breaks Remix),<a href='https://youtube.com/embed/?listType=search&list=Jupiter%20Ace%20Glowing%20In%20The%20Dark%20Feat.%20Geneva%20Lane%20(DC%20Breaks%20Remix)'>Play</a>
12/9/15,3 Stars (Fresh),ALB & Colossus,Clouded,<a href='https://www.youtube.com/watch?v=lckdZ44Rttk'>Play</a>
12/9/15,3 Stars (Fresh),Alix Perez,Revolve - Her,<a href='https://youtube.com/embed/?listType=search&list=Alix%20Perez%20Revolve%20-%20Her'>Play</a>
12/9/15,3 Stars (Fresh),Anile,Requiem,<a href='https://youtube.com/embed/?listType=search&list=Anile%20Requiem'>Play</a>
12/9/15,3 Stars (Fresh),Artificial Intelligence,Nothing But,<a href='https://youtube.com/embed/?listType=search&list=Artificial%20Intelligence%20Nothing%20But'>Play</a>
12/9/15,3 Stars (Fresh),Fourward feat. Grimm,Memories Of You,<a href='https://youtube.com/embed/?listType=search&list=Fourward%20feat.%20Grimm%20Memories%20Of%20You'>Play</a>
12/9/15,3 Stars (Fresh),Intelligent Manners & Command Strange,Night Vibes,<a href='https://youtube.com/embed/?listType=search&list=Intelligent%20Manners%20&%20Command%20Strange%20Night%20Vibes'>Play</a>
12/9/15,3 Stars (Fresh),Lenzman,Last Day On Earth,<a href='https://youtube.com/embed/?listType=search&list=Lenzman%20Last%20Day%20On%20Earth'>Play</a>
12/9/15,3 Stars (Fresh),Seba,Cloudless,<a href='https://youtube.com/embed/?listType=search&list=Seba%20Cloudless'>Play</a>
12/9/15,3 Stars (Fresh),Taelimb & Conscience,Chasing Pads,<a href='https://youtube.com/embed/?listType=search&list=Taelimb%20&%20Conscience%20Chasing%20Pads'>Play</a>
12/9/15,3 Stars (Fresh),Total Science,Chill Factor (Show Me The Way Remix),<a href='https://youtube.com/embed/?listType=search&list=Total%20Science%20Chill%20Factor%20(Show%20Me%20The%20Way%20Remix)'>Play</a>
12/9/15,3 Stars (Fresh),Unquote,Memories Fade Away (feat. Grimm),<a href='https://youtube.com/embed/?listType=search&list=Unquote%20Memories%20Fade%20Away%20(feat.%20Grimm)'>Play</a>
12/9/15,3 Stars (Fresh),Urbandawn,Under Your Sheets,<a href='https://youtube.com/embed/?listType=search&list=Urbandawn%20Under%20Your%20Sheets'>Play</a>
12/3/15,4 Stars (Massive),BHX,Paradise Lost,<a href='https://youtube.com/embed/?listType=search&list=BHX%20Paradise%20Lost'>Play</a>
12/3/15,4 Stars (Massive),Kove,Searching,<a href='https://youtube.com/embed/?listType=search&list=Kove%20Searching'>Play</a>
12/3/15,4 Stars (Massive),Phil Tangent,Bedouin (feat. Steo),<a href='https://youtube.com/embed/?listType=search&list=Phil%20Tangent%20Bedouin%20(feat.%20Steo)'>Play</a>
12/3/15,3 Stars (Fresh),Blok One,i will be there (rainforest vip mix),<a href='https://youtube.com/embed/?listType=search&list=Blok%20One%20i%20will%20be%20there%20(rainforest%20vip%20mix)'>Play</a>
12/3/15,3 Stars (Fresh),Blok One & Rainforest,Sky Fortress,<a href='https://youtube.com/embed/?listType=search&list=Blok%20One%20&%20Rainforest%20Sky%20Fortress'>Play</a>
12/3/15,3 Stars (Fresh),Blok One & Rainforest,Balcony View,<a href='https://youtube.com/embed/?listType=search&list=Blok%20One%20&%20Rainforest%20Balcony%20View'>Play</a>
12/3/15,3 Stars (Fresh),Blok One Rainforest,Versions Of You,<a href='https://youtube.com/embed/?listType=search&list=Blok%20One%20Rainforest%20Versions%20Of%20You'>Play</a>
12/3/15,3 Stars (Fresh),Cyantific & Logistics,Brighter Day Feat. Natalie Williams,<a href='https://youtube.com/embed/?listType=search&list=Cyantific%20&%20Logistics%20Brighter%20Day%20Feat.%20Natalie%20Williams'>Play</a>
12/3/15,3 Stars (Fresh),FD,Change Please,<a href='https://youtube.com/embed/?listType=search&list=FD%20Change%20Please'>Play</a>
12/3/15,3 Stars (Fresh),FD,Into You,<a href='https://youtube.com/embed/?listType=search&list=FD%20Into%20You'>Play</a>
12/3/15,3 Stars (Fresh),Fourward,Memories Of You (feat. Grimm),<a href='https://youtube.com/embed/?listType=search&list=Fourward%20Memories%20Of%20You%20(feat.%20Grimm)'>Play</a>
12/3/15,3 Stars (Fresh),K-I,Cure For This (Voltage Remix),<a href='https://youtube.com/embed/?listType=search&list=K-I%20Cure%20For%20This%20(Voltage%20Remix)'>Play</a>
12/3/15,3 Stars (Fresh),Kove,Searching VIP,<a href='https://youtube.com/embed/?listType=search&list=Kove%20Searching%20VIP'>Play</a>
12/3/15,3 Stars (Fresh),Logistics,Krusty Bass Rinser,<a href='https://youtube.com/embed/?listType=search&list=Logistics%20Krusty%20Bass%20Rinser'>Play</a>
12/3/15,3 Stars (Fresh),Manix,Hardcore Junglism (Total Science remix),<a href='https://youtube.com/embed/?listType=search&list=Manix%20Hardcore%20Junglism%20(Total%20Science%20remix)'>Play</a>
11/15/15,3 Stars (Fresh),Anile,Not the Way (To Run) [feat. Taelimb & Tiffani Juno],<a href='https://youtube.com/embed/?listType=search&list=Anile%20Not%20the%20Way%20(To%20Run)%20[feat.%20Taelimb%20&%20Tiffani%20Juno]'>Play</a>
11/15/15,3 Stars (Fresh),Tokyo Prose,Dawn Chorus,<a href='https://youtube.com/embed/?listType=search&list=Tokyo%20Prose%20Dawn%20Chorus'>Play</a>
11/14/15,3 Stars (Fresh),"Digital, Drumsound, Bassline Smith & Conditioned Response",Bail Out,<a href='https://youtube.com/embed/?listType=search&list=Digital%20%20Drumsound%20%20Bassline%20Smith%20&%20Conditioned%20Response%20Bail%20Out'>Play</a>
11/14/15,4 Stars (Massive),Champion,Keep On Running (feat. Jumae),<a href='https://youtube.com/embed/?listType=search&list=Champion%20Keep%20On%20Running%20(feat.%20Jumae)'>Play</a>
11/14/15,4 Stars (Massive),Logistics,As Sure As Sunrise,<a href='https://youtube.com/embed/?listType=search&list=Logistics%20As%20Sure%20As%20Sunrise'>Play</a>
11/14/15,4 Stars (Massive),Phaction feat. Katkin Willow,Lucid,<a href='https://youtube.com/embed/?listType=search&list=Phaction%20feat.%20Katkin%20Willow%20Lucid'>Play</a>
11/14/15,4 Stars (Massive),Pierce Fulton,Kuaga (Lost Time) (S.P.Y Remix Radio Edit),<a href='https://youtube.com/embed/?listType=search&list=Pierce%20Fulton%20Kuaga%20(Lost%20Time)%20(S.P.Y%20Remix%20Radio%20Edit)'>Play</a>
11/14/15,3 Stars (Fresh),Krakota,Ghosts,<a href='https://youtube.com/embed/?listType=search&list=Krakota%20Ghosts'>Play</a>
11/14/15,3 Stars (Fresh),Altitude,Falling,<a href='https://youtube.com/embed/?listType=search&list=Altitude%20Falling'>Play</a>
11/14/15,4 Stars (Massive),Blu Mar Ten,All Or Nothing (Taelimb Remix),<a href='https://youtube.com/embed/?listType=search&list=Blu%20Mar%20Ten%20All%20Or%20Nothing%20(Taelimb%20Remix)'>Play</a>
11/14/15,4 Stars (Massive),Hayden James,Something About You (SpectraSoul Remix),<a href='https://youtube.com/embed/?listType=search&list=Hayden%20James%20Something%20About%20You%20(SpectraSoul%20Remix)'>Play</a>
11/14/15,4 Stars (Massive),Section,Millionaire (Taelimb Remix),<a href='https://youtube.com/embed/?listType=search&list=Section%20Millionaire%20(Taelimb%20Remix)'>Play</a>
11/14/15,4 Stars (Massive),Taelimb,the Wookie Song,<a href='https://youtube.com/embed/?listType=search&list=Taelimb%20the%20Wookie%20Song'>Play</a>
11/14/15,4 Stars (Massive),Taelimb,Wasteman,<a href='https://youtube.com/embed/?listType=search&list=Taelimb%20Wasteman'>Play</a>
11/14/15,3 Stars (Fresh),Packer & Rhodes,Last Light,<a href='https://soundcloud.com/packer-rhodes/first-light-last-light-preview'>Play</a>
11/14/15,3 Stars (Fresh),Raleigh Ritchie,Bloodsport (SpectraSoul Remix),<a href='https://youtube.com/embed/?listType=search&list=Raleigh%20Ritchie%20Bloodsport%20(SpectraSoul%20Remix)'>Play</a>
11/14/15,3 Stars (Fresh),Spectrasoul ft. Jamie Jooste,Play the Fool,<a href='https://youtube.com/embed/?listType=search&list=Spectrasoul%20ft.%20Jamie%20Jooste%20Play%20the%20Fool'>Play</a>
11/13/15,3 Stars (Fresh),Spinback & Q-Project,Rikers Island (Dream Mix),<a href='https://youtube.com/embed/?listType=search&list=Spinback%20&%20Q-Project%20Rikers%20Island%20(Dream%20Mix)'>Play</a>
11/12/15,3 Stars (Fresh),Jaymes Young,What Is Love (Low5 Liquid Dnb Bootleg),<a href='https://youtube.com/embed/?listType=search&list=Jaymes%20Young%20What%20Is%20Love%20(Low5%20Liquid%20Dnb%20Bootleg)'>Play</a>
11/12/15,3 Stars (Fresh),Low5,Stuck,<a href='https://youtube.com/embed/?listType=search&list=Low5%20Stuck'>Play</a>
11/12/15,3 Stars (Fresh),Sektor,Cloudwalker Low5 Remix Ft Jess,<a href='https://youtube.com/embed/?listType=search&list=Sektor%20Cloudwalker%20Low5%20Remix%20Ft%20Jess'>Play</a>
11/12/15,4 Stars (Massive),Calculon & Dave Owen,Ben Carlos (Lenzman Remix) (feat. Christina Tamayo),<a href='https://youtube.com/embed/?listType=search&list=Calculon%20&%20Dave%20Owen%20Ben%20Carlos%20(Lenzman%20Remix)%20(feat.%20Christina%20Tamayo)'>Play</a>
11/12/15,4 Stars (Massive),Danny Darko,Los Angeles Ft. Hannah Young (Low5 Remix),<a href='https://youtube.com/embed/?listType=search&list=Danny%20Darko%20Los%20Angeles%20Ft.%20Hannah%20Young%20(Low5%20Remix)'>Play</a>
11/12/15,4 Stars (Massive),Low5,Enough,<a href='https://youtube.com/embed/?listType=search&list=Low5%20Enough'>Play</a>
11/12/15,4 Stars (Massive),Subnation,Scottie (Coolbreeze remix),<a href='https://youtube.com/embed/?listType=search&list=Subnation%20Scottie%20(Coolbreeze%20remix)'>Play</a>
11/12/15,3 Stars (Fresh),Low5,Moments,<a href='https://youtube.com/embed/?listType=search&list=Low5%20Moments'>Play</a>
11/12/15,3 Stars (Fresh),Low5 & T:base,Rollercoaster (Maduk Remix),<a href='https://youtube.com/embed/?listType=search&list=Low5%20&%20T:base%20Rollercoaster%20(Maduk%20Remix)'>Play</a>
11/11/15,3 Stars (Fresh),Danny Darko feat. Hannah Young,LOS Angeles (Roman Müller Remix),<a href='https://youtube.com/embed/?listType=search&list=Danny%20Darko%20feat.%20Hannah%20Young%20LOS%20Angeles%20(Roman%20Müller%20Remix)'>Play</a>
11/11/15,3 Stars (Fresh),Phase,Do Not Look Back,<a href='https://youtube.com/embed/?listType=search&list=Phase%20Do%20Not%20Look%20Back'>Play</a>
11/11/15,3 Stars (Fresh),Phase feat LaMeduza,Our Love,<a href='https://youtube.com/embed/?listType=search&list=Phase%20feat%20LaMeduza%20Our%20Love'>Play</a>
11/11/15,4 Stars (Massive),London Grammar,Hey Now (Ekko & Sidetrack Bootleg),<a href='https://youtube.com/embed/?listType=search&list=London%20Grammar%20Hey%20Now%20(Ekko%20&%20Sidetrack%20Bootleg)'>Play</a>
11/11/15,4 Stars (Massive),Phase,Do Not Look Back,<a href='https://youtube.com/embed/?listType=search&list=Phase%20Do%20Not%20Look%20Back'>Play</a>
11/11/15,3 Stars (Fresh),Danny Darko feat Hannah Young,Los Angeles (Max Riddle Remix),<a href='https://youtube.com/embed/?listType=search&list=Danny%20Darko%20feat%20Hannah%20Young%20Los%20Angeles%20(Max%20Riddle%20Remix)'>Play</a>
